description;date;time;duration_s;frequency;min;max;avg
balkon-24h-1m;20-11-2024;13:13:14;60;433920000;0.000596855;0.00162053;0.000822187
balkon-24h-1m;20-11-2024;13:14:29;60;433920000;0.000592298;0.00139816;0.000823593
balkon-24h-1m;20-11-2024;13:15:44;60;433920000;0.000591957;0.0014224;0.000862347
balkon-24h-1m;20-11-2024;13:16:59;60;433920000;0.000583867;0.00171825;0.000898743
balkon-24h-1m;20-11-2024;13:18:14;60;433920000;0.000624631;0.00175786;0.000960824
balkon-24h-1m;20-11-2024;13:19:29;60;433920000;0.000740867;0.00164553;0.00100052
balkon-24h-1m;20-11-2024;13:20:44;60;433920000;0.000654326;0.00164042;0.000940939
balkon-24h-1m;20-11-2024;13:21:59;60;433920000;0.000638354;0.00168245;0.000858524
balkon-24h-1m;20-11-2024;13:23:14;60;433920000;0.00062158;0.00168957;0.000976082
balkon-24h-1m;20-11-2024;13:24:29;60;433920000;0.000646054;0.00198397;0.000941805
balkon-24h-1m;20-11-2024;13:25:44;60;433920000;0.00060451;0.00164103;0.000962536
balkon-24h-1m;20-11-2024;13:26:59;60;433920000;0.000636294;0.00155403;0.00088835
balkon-24h-1m;20-11-2024;13:28:14;60;433920000;0.000616234;0.00151251;0.000861968
balkon-24h-1m;20-11-2024;13:29:29;60;433920000;0.000637466;0.0119919;0.00151895
balkon-24h-1m;20-11-2024;13:30:44;60;433920000;0.000590477;0.00165119;0.000854251
balkon-24h-1m;20-11-2024;13:31:59;60;433920000;0.000597414;0.00156653;0.000865437
balkon-24h-1m;20-11-2024;13:33:14;60;433920000;0.000621027;0.00207466;0.000880543
balkon-24h-1m;20-11-2024;13:34:29;60;433920000;0.000593025;0.00152708;0.000822902
balkon-24h-1m;20-11-2024;13:35:44;60;433920000;0.000626774;0.00175055;0.000859054
balkon-24h-1m;20-11-2024;13:36:59;60;433920000;0.000603053;0.0019645;0.000891047
balkon-24h-1m;20-11-2024;13:38:14;60;433920000;0.000580679;0.00155149;0.000863265
balkon-24h-1m;20-11-2024;13:39:29;60;433920000;0.000593999;0.00147982;0.000836984
balkon-24h-1m;20-11-2024;13:40:44;60;433920000;0.000547972;0.00168714;0.000834052
balkon-24h-1m;20-11-2024;13:41:59;60;433920000;0.000572224;0.00694137;0.00132614
balkon-24h-1m;20-11-2024;13:43:14;60;433920000;0.000566995;0.0101685;0.00129115
balkon-24h-1m;20-11-2024;13:44:29;60;433920000;0.000567922;0.0215683;0.00303769
balkon-24h-1m;20-11-2024;13:45:44;60;433920000;0.000570499;0.00247142;0.000972101
balkon-24h-1m;20-11-2024;13:46:59;60;433920000;0.000611393;0.00254897;0.000955234
balkon-24h-1m;20-11-2024;13:48:14;60;433920000;0.000588727;0.00873923;0.00156454
balkon-24h-1m;20-11-2024;13:49:29;60;433920000;0.000583097;0.00644836;0.00103692
balkon-24h-1m;20-11-2024;13:50:44;60;433920000;0.000569567;0.00285709;0.00093171
balkon-24h-1m;20-11-2024;13:51:59;60;433920000;0.00059636;0.00236535;0.000858014
balkon-24h-1m;20-11-2024;13:53:14;60;433920000;0.000549402;0.00155919;0.000826879
balkon-24h-1m;20-11-2024;13:54:29;60;433920000;0.000539103;0.00238902;0.000843686
balkon-24h-1m;20-11-2024;13:55:44;60;433920000;0.000601769;0.00171198;0.000841162
balkon-24h-1m;20-11-2024;13:56:59;60;433920000;0.000566757;0.00169239;0.000836004
balkon-24h-1m;20-11-2024;13:58:14;60;433920000;0.000558052;0.00159053;0.000816557
balkon-24h-1m;20-11-2024;13:59:29;60;433920000;0.000536437;0.00151106;0.000805799
balkon-24h-1m;20-11-2024;14:0:44;60;433920000;0.000572882;0.00155264;0.00082438
balkon-24h-1m;20-11-2024;14:1:59;60;433920000;0.000570682;0.00225593;0.000848877
balkon-24h-1m;20-11-2024;14:3:14;60;433920000;0.000565444;0.0016715;0.000835615
balkon-24h-1m;20-11-2024;14:4:29;60;433920000;0.000594186;0.00149675;0.000795657
balkon-24h-1m;20-11-2024;14:5:44;60;433920000;0.000551384;0.0014664;0.000783794
balkon-24h-1m;20-11-2024;14:6:59;60;433920000;0.000581489;0.00147698;0.000797789
balkon-24h-1m;20-11-2024;14:8:14;60;433920000;0.000556851;0.00149934;0.000769279
balkon-24h-1m;20-11-2024;14:9:29;60;433920000;0.000562435;0.00227835;0.000833512
balkon-24h-1m;20-11-2024;14:10:44;60;433920000;0.000559903;0.00140001;0.000779111
balkon-24h-1m;20-11-2024;14:11:59;60;433920000;0.000531483;0.00146968;0.000774197
balkon-24h-1m;20-11-2024;14:13:14;60;433920000;0.000541222;0.00145257;0.000766403
balkon-24h-1m;20-11-2024;14:14:29;60;433920000;0.000576915;0.00173508;0.000790355
balkon-24h-1m;20-11-2024;14:15:44;60;433920000;0.000568013;0.00147669;0.000833043
balkon-24h-1m;20-11-2024;14:16:59;60;433920000;0.000563064;0.00149331;0.000850611
balkon-24h-1m;20-11-2024;14:18:14;60;433920000;0.000631419;0.00162165;0.000891504
balkon-24h-1m;20-11-2024;14:19:29;60;433920000;0.000627335;0.00163584;0.000846761
balkon-24h-1m;20-11-2024;14:20:44;60;433920000;0.000638281;0.00231788;0.000833496
balkon-24h-1m;20-11-2024;14:21:59;60;433920000;0.000622606;0.00138779;0.00080289
balkon-24h-1m;20-11-2024;14:23:14;60;433920000;0.000616731;0.00149465;0.000853015
balkon-24h-1m;20-11-2024;14:24:29;60;433920000;0.000605985;0.00146227;0.000848068
balkon-24h-1m;20-11-2024;14:25:44;60;433920000;0.000561148;0.00155925;0.000859055
balkon-24h-1m;20-11-2024;14:26:59;60;433920000;0.000602973;0.00154523;0.000850443
balkon-24h-1m;20-11-2024;14:28:14;60;433920000;0.000570137;0.00156183;0.000841871
balkon-24h-1m;20-11-2024;14:29:29;60;433920000;0.000518608;0.00148511;0.000778294
balkon-24h-1m;20-11-2024;14:30:44;60;433920000;0.000501056;0.00130243;0.000695246
balkon-24h-1m;20-11-2024;14:31:59;60;433920000;0.000595041;0.00151081;0.000840658
balkon-24h-1m;20-11-2024;14:33:14;60;433920000;0.000623747;0.00140744;0.00083254
balkon-24h-1m;20-11-2024;14:34:29;60;433920000;0.000587079;0.00177005;0.000947439
balkon-24h-1m;20-11-2024;14:35:44;60;433920000;0.000619373;0.00176868;0.000920741
balkon-24h-1m;20-11-2024;14:36:59;60;433920000;0.000601279;0.00157397;0.000857156
balkon-24h-1m;20-11-2024;14:38:14;60;433920000;0.000641546;0.00646561;0.00110825
balkon-24h-1m;20-11-2024;14:39:29;60;433920000;0.000658034;0.00354766;0.00096672
balkon-24h-1m;20-11-2024;14:40:44;60;433920000;0.000651859;0.00174486;0.000924542
balkon-24h-1m;20-11-2024;14:41:59;60;433920000;0.000654512;0.00188947;0.000932509
balkon-24h-1m;20-11-2024;14:43:14;60;433920000;0.000666781;0.00194035;0.000977254
balkon-24h-1m;20-11-2024;14:44:29;60;433920000;0.00066834;0.00253213;0.00102066
balkon-24h-1m;20-11-2024;14:45:44;60;433920000;0.000691351;0.00199882;0.000988589
balkon-24h-1m;20-11-2024;14:46:59;60;433920000;0.000653256;0.00191183;0.000938064
balkon-24h-1m;20-11-2024;14:48:14;60;433920000;0.000681862;0.00318153;0.000961873
balkon-24h-1m;20-11-2024;14:49:29;60;433920000;0.000676349;0.00187607;0.0009617
balkon-24h-1m;20-11-2024;14:50:45;60;433920000;0.000653532;0.00182136;0.000922304
balkon-24h-1m;20-11-2024;14:52:0;60;433920000;0.000655937;0.00262745;0.000998805
balkon-24h-1m;20-11-2024;14:53:15;60;433920000;0.000628764;0.00181013;0.000953735
balkon-24h-1m;20-11-2024;14:54:30;60;433920000;0.000658049;0.00185957;0.000915715
balkon-24h-1m;20-11-2024;14:55:45;60;433920000;0.000631439;0.00370901;0.00101031
balkon-24h-1m;20-11-2024;14:57:0;60;433920000;0.000648137;0.00473696;0.0011652
balkon-24h-1m;20-11-2024;14:58:15;60;433920000;0.000633907;0.0100079;0.00131774
balkon-24h-1m;20-11-2024;14:59:30;60;433920000;0.000669522;0.00184629;0.000989765
balkon-24h-1m;20-11-2024;15:0:45;60;433920000;0.000701897;0.00193632;0.000970413
balkon-24h-1m;20-11-2024;15:2:0;60;433920000;0.00068896;0.00196447;0.000971464
balkon-24h-1m;20-11-2024;15:3:15;60;433920000;0.000654776;0.00206897;0.00105279
balkon-24h-1m;20-11-2024;15:4:30;60;433920000;0.000684872;0.00197247;0.000961609
balkon-24h-1m;20-11-2024;15:5:45;60;433920000;0.000651842;0.00204398;0.000949878
balkon-24h-1m;20-11-2024;15:7:0;60;433920000;0.000904446;0.00255372;0.0015449
balkon-24h-1m;20-11-2024;15:8:15;60;433920000;0.000668292;0.00244119;0.00108314
balkon-24h-1m;20-11-2024;15:9:30;60;433920000;0.000689543;0.00197927;0.000949439
balkon-24h-1m;20-11-2024;15:10:45;60;433920000;0.000661246;0.00204145;0.000974816
balkon-24h-1m;20-11-2024;15:12:0;60;433920000;0.000639444;0.00188611;0.000927785
balkon-24h-1m;20-11-2024;15:13:15;60;433920000;0.000631834;0.00197636;0.000933885
balkon-24h-1m;20-11-2024;15:14:30;60;433920000;0.000673392;0.00187703;0.000946461
balkon-24h-1m;20-11-2024;15:15:45;60;433920000;0.000639935;0.0021367;0.00090908
balkon-24h-1m;20-11-2024;15:17:0;60;433920000;0.000665048;0.00182914;0.00092264
balkon-24h-1m;20-11-2024;15:18:15;60;433920000;0.000689794;0.00194083;0.000972311
balkon-24h-1m;20-11-2024;15:19:30;60;433920000;0.000669826;0.0186556;0.00201031
balkon-24h-1m;20-11-2024;15:20:45;60;433920000;0.000684504;0.00187536;0.000929811
balkon-24h-1m;20-11-2024;15:22:0;60;433920000;0.000664039;0.00182979;0.000924515
balkon-24h-1m;20-11-2024;15:23:15;60;433920000;0.000700882;0.00202686;0.00099941
balkon-24h-1m;20-11-2024;15:24:30;60;433920000;0.000687586;0.00203212;0.00100111
balkon-24h-1m;20-11-2024;15:25:45;60;433920000;0.000660071;0.0239365;0.0024433
balkon-24h-1m;20-11-2024;15:27:0;60;433920000;0.000693704;0.0115956;0.00156478
